 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
 108   1    -0.02  -0.00  -0.00    -0.00  -0.00  -0.00     0.00  -0.00  -0.00
 109   1     0.00   0.00   0.00    -0.00   0.00   0.00    -0.00   0.00   0.00
 110   1    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00     0.00  -0.00  -0.00
 111   6    -0.03  -0.00   0.01    -0.00  -0.00   0.00     0.00   0.00   0.00
 112   6    -0.16  -0.00   0.06    -0.01   0.00   0.00     0.00   0.00  -0.00
 113   6     0.31   0.01  -0.12     0.01  -0.00  -0.00    -0.00  -0.00   0.00
 114   6    -0.13   0.01   0.05    -0.00   0.00   0.00     0.00   0.00  -0.00
 115   6    -0.04  -0.01   0.02    -0.00  -0.00   0.00     0.00  -0.00   0.00
 116   6     0.06  -0.01  -0.03     0.00  -0.00  -0.00    -0.00  -0.00   0.00
 117   1     0.31   0.01  -0.11     0.01   0.00  -0.00    -0.00  -0.00   0.00
 118   1    -0.57  -0.02   0.20    -0.02  -0.00   0.01     0.01  -0.00  -0.00
 119   1     0.26   0.00  -0.09     0.01   0.00  -0.00    -0.00   0.00   0.00
 120   1    -0.02  -0.01   0.01    -0.00  -0.00   0.00     0.00  -0.00  -0.00
 121   6     0.01   0.00   0.00     0.00   0.00  -0.00     0.00  -0.00  -0.00
 122   6    -0.17  -0.07  -0.04    -0.00  -0.00  -0.00     0.00   0.00  -0.00
 123   6     0.17   0.07   0.04     0.00   0.00   0.00    -0.00   0.00   0.00
 124   6    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00     0.00  -0.00   0.00
 125   7    -0.03  -0.01  -0.01    -0.00  -0.00  -0.00     0.00   0.00  -0.00
 126   6     0.05   0.02   0.01     0.00   0.00  -0.00    -0.00   0.00  -0.00
 127   1     0.29   0.12   0.07     0.01   0.00   0.00    -0.00  -0.00  -0.00
 128   1    -0.29  -0.12  -0.07    -0.01  -0.00  -0.00     0.00   0.00   0.00
 129   1     0.02   0.01   0.01     0.00   0.00  -0.00    -0.00  -0.00  -0.00
 130   1    -0.03  -0.01  -0.01    -0.00  -0.00  -0.00    -0.00   0.00   0.00
                    196                    197                    198
                        a                      a                      a 
 Frequencies --   935.8717               939.5216               939.6808
 Red. masses --     3.7043                 3.7484                 3.7711
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0552                 0.0624                 0.0596
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00  -0.00   0.00    -0.00   0.00  -0.00    -0.00   0.00   0.00
   2  46     0.00  -0.00   0.00    -0.00   0.00   0.00     0.00   0.00   0.00
   3   6    -0.00   0.00   0.00    -0.00   0.01   0.00    -0.00   0.00  -0.00
   4   6    -0.00   0.00   0.00    -0.00   0.01  -0.00    -0.00   0.00   0.00
   5   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.00   0.00   0.00
   6   6     0.00  -0.00  -0.00     0.00  -0.00   0.00    -0.00  -0.00   0.00
   7   6    -0.00  -0.00   0.00    -0.00  -0.01  -0.00    -0.00  -0.00  -0.00
   8   6    -0.00   0.00   0.00    -0.00   0.01   0.00     0.00  -0.00   0.00
   9   7     0.00  -0.00  -0.00     0.01  -0.00   0.00     0.00  -0.00   0.00
  10   6    -0.00  -0.00   0.00     0.00  -0.00  -0.00     0.00   0.00  -0.00
  11   1     0.00  -0.00   0.00     0.00  -0.00  -0.00    -0.00  -0.00  -0.00
  12   1     0.00  -0.00  -0.00     0.00  -0.00   0.00     0.00  -0.00   0.00
  13   1    -0.00   0.00  -0.00    -0.00   0.00  -0.00     0.00  -0.00  -0.00
  14   1     0.00  -0.00  -0.00     0.00  -0.00   0.00     0.00   0.00   0.00
  15   6    -0.00  -0.00  -0.00     0.01  -0.00   0.03    -0.00   0.00  -0.00
  16   6     0.00   0.00  -0.00     0.04   0.02   0.08    -0.00  -0.00  -0.00
  17   6     0.00  -0.00   0.00    -0.06   0.01  -0.22     0.00  -0.00   0.01
  18   6    -0.00   0.00  -0.00     0.06  -0.02   0.14    -0.00   0.00  -0.01
  19   6    -0.00  -0.00  -0.00    -0.00  -0.01   0.01    -0.00  -0.00  -0.00
  20   6     0.00  -0.00   0.00    -0.03  -0.01  -0.04     0.00  -0.00   0.00
  21   1     0.00   0.00   0.00    -0.06   0.01  -0.16     0.00  -0.00   0.01
  22   1    -0.00  -0.00  -0.00     0.15   0.00   0.39    -0.01  -0.00  -0.02
  23   1     0.00   0.00   0.00    -0.13  -0.01  -0.26     0.01   0.00   0.01
  24   1    -0.00  -0.00  -0.00     0.00  -0.01   0.02     0.00  -0.00  -0.00
  25   6     0.00   0.00   0.00    -0.00   0.01   0.02     0.00  -0.00  -0.00
  26   6    -0.00  -0.00  -0.00     0.08  -0.11  -0.27    -0.00   0.01   0.01
  27   6    -0.00   0.00   0.00    -0.06   0.08   0.23     0.00  -0.00  -0.01
  28   6     0.00   0.00  -0.00    -0.02  -0.01   0.01     0.00   0.00  -0.00
  29   7     0.00  -0.00  -0.00     0.02  -0.01  -0.04    -0.00   0.00   0.00
  30   6     0.00   0.00   0.00    -0.01   0.04   0.07     0.00  -0.00  -0.00
  31   1    -0.00   0.00   0.00    -0.10   0.21   0.47     0.00  -0.01  -0.02
  32   1     0.00  -0.00  -0.00     0.08  -0.15  -0.39    -0.00   0.01   0.02
  33   1     0.00   0.00   0.00    -0.01   0.00  -0.00     0.00  -0.00  -0.00
  34   1     0.00  -0.00  -0.00     0.02  -0.02  -0.07    -0.00   0.00   0.00
  35   6    -0.00  -0.01   0.00    -0.00   0.00  -0.00     0.00  -0.00   0.00
  36   6     0.00  -0.01   0.00    -0.00   0.00  -0.00     0.00  -0.00   0.00
  37   6     0.00  -0.00   0.00    -0.00   0.00  -0.00    -0.00  -0.00   0.00
  38   6    -0.01   0.00   0.00    -0.00  -0.00  -0.00    -0.00   0.00   0.00
  39   6     0.01   0.01   0.00     0.00  -0.00  -0.00     0.00   0.00   0.00
  40   6    -0.00  -0.00   0.00    -0.00   0.00  -0.00     0.00  -0.00   0.00
  41   7    -0.00   0.00  -0.01    -0.00  -0.00   0.00     0.00   0.00  -0.00
  42   6     0.00   0.00  -0.00     0.00  -0.00   0.00     0.00   0.00  -0.00
  43   1     0.02   0.00   0.00     0.00  -0.00  -0.00     0.00   0.00   0.00
  44   1    -0.02   0.00  -0.00    -0.00  -0.00   0.00    -0.00   0.00  -0.00
  45   1     0.00  -0.00   0.00     0.00   0.00  -0.00     0.00  -0.00   0.00
  46   1    -0.00   0.00  -0.00    -0.00  -0.00   0.00    -0.00   0.00  -0.00
  47   6    -0.03   0.00   0.01    -0.00  -0.00   0.00    -0.00   0.00   0.00
  48   6    -0.16  -0.00   0.05    -0.00   0.00   0.00    -0.00   0.00  -0.00
  49   6     0.29   0.00  -0.11     0.00  -0.00  -0.00     0.00   0.00  -0.00
  50   6    -0.11  -0.01   0.05    -0.00   0.00   0.00    -0.00  -0.00   0.00
  51   6    -0.04   0.01   0.02    -0.00  -0.00  -0.00    -0.00   0.00   0.00
  52   6     0.06   0.01  -0.02     0.00  -0.00  -0.00     0.00   0.00  -0.00
  53   1     0.29  -0.00  -0.10     0.00   0.00  -0.00     0.00   0.00  -0.00
  54   1    -0.53   0.00   0.19    -0.01  -0.00   0.00    -0.00   0.00   0.00
  55   1     0.22   0.01  -0.07     0.01  -0.00  -0.00     0.00  -0.00  -0.00
  56   1    -0.02   0.01   0.01    -0.00  -0.00   0.00    -0.00   0.00   0.00
  57   6     0.01  -0.00   0.00    -0.00   0.00   0.00     0.00   0.00  -0.00
  58   6    -0.21   0.08  -0.04     0.00  -0.00   0.00     0.00  -0.00   0.00
  59   6     0.19  -0.07   0.04    -0.00   0.00  -0.00    -0.00  -0.00   0.00
  60   6    -0.00   0.00   0.00    -0.00  -0.00  -0.00     0.00   0.00   0.00
  61   7    -0.03   0.01  -0.01     0.00   0.00   0.00    -0.00   0.00  -0.00
  62   6     0.05  -0.02   0.01    -0.00   0.00   0.00    -0.00  -0.00  -0.00
  63   1     0.35  -0.14   0.08    -0.01   0.00  -0.00    -0.00   0.00  -0.00
  64   1    -0.33   0.13  -0.07     0.01  -0.00   0.00     0.00  -0.00  -0.00
  65   1     0.02  -0.01   0.01     0.00  -0.00   0.00     0.00   0.00   0.00
  66   1    -0.04   0.02  -0.01     0.00  -0.00  -0.00     0.00  -0.00  -0.00
  67   6    -0.00  -0.00   0.00    -0.00  -0.00   0.00    -0.00   0.00   0.00
  68   6    -0.00  -0.00   0.00    -0.00  -0.00   0.00     0.00   0.00   0.00
  69   6    -0.00  -0.00   0.00    -0.00  -0.00  -0.00    -0.00  -0.00   0.00
  70   6    -0.00   0.00   0.00    -0.00   0.00  -0.00     0.00  -0.00   0.00
  71   6    -0.00   0.00  -0.00    -0.00   0.00   0.00     0.00  -0.00  -0.00
  72   6    -0.00  -0.00   0.00    -0.00  -0.00  -0.00    -0.00  -0.00   0.00
  73   7     0.00   0.00   0.00     0.00   0.00   0.00    -0.00  -0.00   0.00
  74   6     0.00   0.00  -0.00     0.00   0.00   0.00    -0.00   0.00  -0.00
  75   1    -0.00   0.00  -0.00    -0.00   0.00   0.00     0.00   0.00  -0.00
  76   1     0.00   0.00   0.00     0.00   0.00  -0.00    -0.00  -0.00   0.00
  77   1    -0.00  -0.00  -0.00    -0.00  -0.00   0.00    -0.00  -0.00  -0.00
  78   1     0.00   0.00   0.00     0.00   0.00  -0.00    -0.00   0.00   0.00
  79   6     0.00  -0.00   0.00    -0.00   0.00  -0.00    -0.00   0.00  -0.00
  80   6     0.00  -0.00   0.00     0.00   0.00  -0.00    -0.00   0.00  -0.00
  81   6    -0.00   0.00  -0.01     0.00   0.00   0.00     0.00   0.00   0.01
  82   6     0.00  -0.00   0.00    -0.00  -0.00  -0.00    -0.00  -0.00  -0.01
  83   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.00  -0.00  -0.00
  84   6    -0.00   0.00  -0.00     0.00   0.00   0.00     0.00  -0.00   0.00
  85   1    -0.00   0.00  -0.01     0.00   0.00   0.00     0.00   0.00   0.01
  86   1     0.00   0.00   0.01    -0.00   0.00  -0.00    -0.01   0.00  -0.02
  87   1    -0.00  -0.00  -0.00     0.00  -0.00   0.00     0.01  -0.00   0.01
  88   1     0.00   0.00   0.00    -0.00   0.00  -0.00    -0.00   0.00  -0.00
  89   6     0.00   0.00   0.00     0.00   0.00   0.00     0.00   0.00  -0.00
  90   6    -0.00  -0.00   0.00    -0.00  -0.00   0.00    -0.00  -0.01   0.01
  91   6     0.00   0.00  -0.00    -0.00  -0.00  -0.00     0.00   0.00  -0.01
  92   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.00  -0.00  -0.00
  93   7     0.00  -0.00   0.00     0.00   0.00  -0.00    -0.00  -0.00   0.00
  94   6     0.00  -0.00  -0.00     0.00  -0.00  -0.00     0.00   0.00  -0.00
  95   1     0.00   0.00  -0.00     0.00   0.00  -0.00     0.00   0.01  -0.02
  96   1    -0.00  -0.00   0.00     0.00  -0.00   0.00    -0.00  -0.01   0.02
  97   1     0.00   0.00  -0.00    -0.00  -0.00   0.00     0.00   0.00   0.00
  98   1    -0.00  -0.00   0.00     0.00  -0.00   0.00    -0.00  -0.00   0.00
  99   6     0.00   0.00   0.00    -0.00   0.00  -0.00     0.00   0.01   0.00
 100   6     0.00   0.00   0.00    -0.00   0.00   0.00    -0.00   0.01   0.00
 101   6    -0.00   0.00   0.00    -0.00   0.00  -0.00     0.00   0.00   0.00
 102   6    -0.00  -0.00   0.00    -0.00  -0.00   0.00     0.00  -0.00  -0.00
 103   6     0.00  -0.00   0.00     0.00  -0.00   0.00    -0.00  -0.01   0.00
 104   6    -0.00   0.00   0.00    -0.00  -0.00   0.00     0.00   0.01   0.00
 105   7    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00     0.00  -0.00  -0.01
 106   6     0.00  -0.00  -0.00     0.00   0.00  -0.00    -0.00  -0.00  -0.00
 107   1     0.00  -0.00   0.00     0.00   0.00   0.00    -0.00  -0.00  -0.00
 108   1    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00     0.00  -0.00  -0.00
 109   1     0.00   0.00   0.00     0.00   0.00  -0.00    -0.00   0.00   0.00
 110   1    -0.00  -0.00  -0.00    -0.00   0.00  -0.00     0.00  -0.00  -0.00
 111   6    -0.00   0.00   0.00     0.00   0.00  -0.00     0.03  -0.00  -0.00
 112   6    -0.00  -0.00   0.00     0.00   0.00  -0.00     0.06   0.02  -0.04
 113   6     0.00  -0.00  -0.00    -0.01   0.00   0.00    -0.20   0.00   0.05
 114   6    -0.00   0.00   0.00     0.01  -0.00  -0.00     0.13  -0.01  -0.05
 115   6    -0.00  -0.00   0.00     0.00  -0.00   0.00     0.01  -0.01   0.00
 116   6     0.00  -0.00  -0.00    -0.00  -0.00   0.00    -0.04  -0.01   0.02
 117   1     0.00   0.00  -0.00    -0.01   0.00   0.00    -0.14   0.01   0.05
 118   1    -0.01  -0.00   0.00     0.02   0.00  -0.01     0.34   0.01  -0.13
 119   1     0.00   0.00  -0.00    -0.01  -0.00   0.01    -0.24  -0.02   0.12
 120   1    -0.00  -0.00   0.00     0.00   0.00  -0.00     0.02  -0.01  -0.00
 121   6     0.00  -0.00  -0.00     0.00   0.00   0.00     0.02   0.01   0.00
 122   6    -0.00   0.00   0.00    -0.01  -0.01  -0.00    -0.28  -0.12  -0.08
 123   6     0.00   0.00   0.00     0.01   0.00   0.00     0.24   0.09   0.06
 124   6     0.00   0.00   0.00     0.00  -0.00   0.00     0.01  -0.01   0.02
 125   7    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00    -0.04  -0.01  -0.02
 126   6     0.00   0.00  -0.00     0.00   0.00   0.00     0.07   0.04   0.02
 127   1     0.00   0.00   0.00     0.02   0.01   0.00     0.48   0.23   0.11
 128   1    -0.00  -0.00  -0.00    -0.02  -0.01  -0.00    -0.42  -0.17  -0.09
 129   1     0.00   0.00   0.00    -0.00   0.00   0.00     0.00   0.00   0.01
 130   1     0.00   0.00  -0.00    -0.00  -0.00  -0.00    -0.07  -0.02  -0.02
                    199                    200                    201
                        a                      a                      a 
 Frequencies --   939.8380               939.8869               982.8949
 Red. masses --     3.7521                 3.7391                11.2014
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0624                 0.0599                 0.0013
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00  -0.00   0.00     0.00  -0.00   0.00     0.00  -0.00  -0.00
   2  46    -0.00  -0.00   0.00     0.00  -0.00   0.00    -0.00   0.00   0.00
   3   6    -0.00   0.00   0.00     0.00   0.00   0.00    -0.01   0.03   0.00
   4   6    -0.00   0.00   0.00    -0.00   0.00   0.00    -0.02   0.05   0.00
   5   6    -0.00   0.00   0.00    -0.00   0.00   0.00    -0.03   0.06   0.00
   6   6    -0.00  -0.00  -0.00     0.00  -0.00   0.00     0.13   0.00   0.00
   7   6    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00    -0.04  -0.06  -0.00
   8   6    -0.00   0.00   0.00    -0.00   0.00   0.00    -0.06   0.11   0.00
   9   7     0.00  -0.00   0.00     0.00   0.00   0.00     0.10  -0.00   0.00
  10   6     0.00  -0.00  -0.00    -0.00  -0.00  -0.00    -0.08  -0.10  -0.01
  11   1    -0.00  -0.00  -0.00     0.00  -0.00  -0.00     0.04   0.01   0.00
  12   1     0.00  -0.00  -0.00    -0.00  -0.00   0.00    -0.01  -0.01  -0.00
  13   1    -0.00   0.00  -0.00    -0.00   0.00  -0.00    -0.03   0.02  -0.00
  14   1     0.00  -0.00   0.00    -0.00  -0.00   0.00    -0.05  -0.01  -0.00
  15   6    -0.00  -0.00   0.00     0.00  -0.00   0.00     0.01  -0.07  -0.00
  16   6     0.00  -0.00  -0.00     0.00   0.00   0.00     0.17   0.14  -0.06
  17   6     0.00  -0.00  -0.00    -0.00   0.00  -0.00    -0.04  -0.00   0.02
  18   6    -0.00   0.00   0.00     0.00  -0.00   0.00     0.06  -0.15  -0.02
  19   6    -0.00  -0.00   0.00     0.00  -0.00  -0.00     0.03   0.01  -0.01
  20   6     0.00  -0.00   0.00    -0.00  -0.00  -0.00    -0.21  -0.02   0.08
  21   1     0.00   0.00  -0.00    -0.00   0.00  -0.00     0.06   0.03  -0.02
  22   1     0.00  -0.00   0.00     0.00  -0.00   0.01    -0.01  -0.04   0.00
  23   1    -0.00   0.00  -0.00    -0.00  -0.00  -0.00     0.03  -0.04  -0.01
  24   1    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00    -0.07  -0.02   0.01
  25   6     0.00  -0.00   0.00     0.00   0.00   0.00     0.02   0.03   0.00
  26   6     0.00  -0.00  -0.00     0.00  -0.00  -0.00    -0.07   0.01  -0.02
  27   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.02  -0.03   0.01
  28   6    -0.00  -0.00   0.00    -0.00  -0.00  -0.00     0.04   0.05  -0.01
  29   7     0.00  -0.00  -0.00     0.00  -0.00  -0.00    -0.05   0.01  -0.01
  30   6     0.00   0.00   0.00    -0.00   0.00   0.00     0.03  -0.06   0.02
  31   1    -0.00   0.00   0.00    -0.00   0.00   0.01    -0.02   0.01  -0.01
  32   1     0.00  -0.00  -0.00     0.00  -0.00  -0.01     0.01  -0.00   0.01
  33   1    -0.00  -0.00   0.00     0.00   0.00   0.00     0.02   0.01  -0.00
  34   1     0.00   0.00   0.00     0.00  -0.00  -0.00     0.02  -0.01   0.02
  35   6     0.00  -0.00  -0.00     0.00  -0.01  -0.00     0.00  -0.03   0.01
  36   6    -0.00  -0.00   0.00    -0.00  -0.01   0.00     0.00  -0.05   0.02
  37   6     0.00  -0.00   0.00     0.00  -0.00   0.00     0.00  -0.06   0.03
  38   6     0.00   0.00   0.00     0.00   0.00  -0.00     0.00  -0.00  -0.13
  39   6    -0.00   0.00   0.00    -0.00   0.01   0.00    -0.00   0.06   0.04
  40   6    -0.00  -0.00   0.00     0.00  -0.01   0.00     0.00  -0.11   0.05
  41   7     0.00   0.00  -0.00     0.00   0.00  -0.01     0.00   0.00  -0.10
  42   6     0.00   0.00  -0.00    -0.00   0.00  -0.00    -0.00   0.10   0.09
  43   1    -0.00   0.00   0.00    -0.00   0.00  -0.00     0.00  -0.01  -0.04
  44   1     0.00   0.00  -0.00     0.00   0.00  -0.00    -0.00   0.01   0.02
  45   1     0.00  -0.00   0.00    -0.00  -0.00   0.00    -0.00  -0.02   0.03
  46   1    -0.00   0.00  -0.00     0.00   0.00  -0.00    -0.00   0.01   0.05
  47   6     0.00   0.00  -0.00     0.03   0.00  -0.01    -0.00   0.07  -0.01
  48   6     0.01  -0.00  -0.01     0.08  -0.02  -0.05    -0.06  -0.14  -0.17
  49   6    -0.03  -0.00   0.01    -0.23  -0.01   0.06     0.02   0.00   0.04
  50   6     0.02   0.00  -0.01     0.14   0.02  -0.06    -0.02   0.15  -0.05
  51   6     0.00   0.00   0.00     0.01   0.01   0.00    -0.01  -0.01  -0.03
  52   6    -0.01   0.00   0.00    -0.04   0.01   0.03     0.08   0.01   0.21
  53   1    -0.02  -0.00   0.01    -0.17  -0.01   0.06    -0.02  -0.03  -0.06
  54   1     0.06  -0.00  -0.02     0.40  -0.00  -0.15     0.00   0.04   0.01
  55   1    -0.04   0.00   0.02    -0.26   0.01   0.13    -0.01   0.04  -0.03
  56   1     0.00   0.00  -0.00     0.02   0.01  -0.00     0.01   0.01   0.06
  57   6     0.00  -0.00   0.00     0.02  -0.01   0.00     0.00  -0.03  -0.02
  58   6    -0.04   0.02  -0.01    -0.26   0.11  -0.07    -0.02  -0.01   0.07
  59   6     0.03  -0.01   0.01     0.22  -0.08   0.05     0.01   0.03  -0.02
  60   6     0.00   0.00   0.00     0.01   0.01   0.02    -0.01  -0.05  -0.04
  61   7    -0.01   0.00  -0.00    -0.04   0.01  -0.02    -0.01  -0.01   0.05
  62   6     0.01  -0.01   0.00     0.07  -0.04   0.01     0.02   0.06  -0.03
  63   1     0.07  -0.03   0.01     0.45  -0.21   0.09    -0.01  -0.01   0.02
  64   1    -0.05   0.02  -0.01    -0.38   0.15  -0.08     0.01   0.00  -0.01
  65   1    -0.00  -0.00   0.00    -0.00  -0.00   0.01    -0.00  -0.01  -0.02
  66   1    -0.01   0.00  -0.00    -0.06   0.02  -0.01     0.02   0.01  -0.02
  67   6    -0.00  -0.01   0.00    -0.00   0.00  -0.00     0.01   0.03  -0.00
  68   6    -0.00  -0.01  -0.00     0.00   0.00   0.00     0.02   0.05  -0.00
  69   6    -0.00  -0.00   0.00     0.00   0.00  -0.00     0.03   0.06   0.00
  70   6     0.00   0.00   0.00    -0.00  -0.00  -0.00    -0.13   0.00  -0.00
  71   6    -0.00   0.01  -0.00     0.00  -0.00   0.00     0.04  -0.06   0.00
  72   6    -0.00  -0.01   0.00     0.00   0.00   0.00     0.05   0.11   0.00
  73   7     0.01   0.00   0.00    -0.00  -0.00  -0.00    -0.10  -0.00  -0.00
  74   6     0.00   0.00  -0.00     0.00  -0.00  -0.00     0.09  -0.10   0.00
  75   1     0.00   0.00  -0.00    -0.00  -0.00   0.00    -0.04   0.01  -0.00
  76   1     0.00   0.00   0.00    -0.00  -0.00  -0.00     0.02  -0.01   0.00
  77   1    -0.00  -0.00  -0.00     0.00   0.00  -0.00     0.03   0.02   0.00
  78   1     0.00   0.00   0.00     0.00  -0.00   0.00     0.05  -0.01   0.00
  79   6     0.01   0.00   0.03    -0.00  -0.00  -0.00    -0.01  -0.07   0.00
  80   6     0.04  -0.02   0.07    -0.01   0.00  -0.01    -0.17   0.14   0.06
  81   6    -0.05  -0.00  -0.21     0.01   0.00   0.03     0.04  -0.00  -0.02
  82   6     0.06   0.01   0.13    -0.01  -0.00  -0.02    -0.05  -0.15   0.02
  83   6    -0.00   0.01   0.01     0.00  -0.00  -0.00    -0.03   0.01   0.01
  84   6    -0.03   0.01  -0.04     0.00  -0.00   0.01     0.21  -0.01  -0.08
  85   1    -0.05  -0.01  -0.15     0.01   0.00   0.02    -0.06   0.03   0.02
  86   1     0.14  -0.01   0.38    -0.02   0.00  -0.05     0.01  -0.04  -0.00
  87   1    -0.12   0.02  -0.26     0.02  -0.00   0.04    -0.03  -0.04   0.01
  88   1     0.00   0.01   0.02    -0.00  -0.00  -0.00     0.07  -0.01  -0.01
  89   6    -0.00  -0.01   0.02     0.00   0.00  -0.00    -0.02   0.03  -0.00
  90   6     0.08   0.12  -0.26    -0.01  -0.02   0.04     0.07   0.01   0.02
  91   6    -0.06  -0.09   0.23     0.01   0.01  -0.03    -0.02  -0.03  -0.01
  92   6    -0.02   0.01   0.01     0.00  -0.00  -0.00    -0.04   0.05   0.01
  93   7     0.02   0.01  -0.04    -0.00  -0.00   0.01     0.05   0.01   0.01
  94   6    -0.01  -0.04   0.07     0.00   0.01  -0.01    -0.03  -0.06  -0.02
  95   1    -0.10  -0.23   0.46     0.01   0.03  -0.07     0.02   0.01   0.01
  96   1     0.08   0.16  -0.39    -0.01  -0.02   0.06    -0.01  -0.00  -0.01
  97   1    -0.01  -0.00   0.00     0.00   0.00  -0.00    -0.02   0.01   0.00
  98   1     0.02   0.02  -0.06    -0.00  -0.00   0.01    -0.02  -0.01  -0.02
  99   6     0.00  -0.00  -0.00     0.00   0.00   0.00    -0.00  -0.03  -0.01
 100   6    -0.00  -0.00  -0.00     0.00   0.00   0.00    -0.00  -0.05  -0.02
 101   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.00  -0.06  -0.03
 102   6    -0.00   0.00  -0.00    -0.00  -0.00   0.00    -0.00  -0.01   0.13
 103   6     0.00   0.00  -0.00    -0.00  -0.00   0.00     0.00   0.06  -0.04
 104   6    -0.00   0.00   0.00    -0.00   0.00   0.00     0.00  -0.11  -0.06
 105   7    -0.00   0.00   0.00     0.00  -0.00  -0.00    -0.00   0.00   0.10
 106   6     0.00  -0.00   0.00     0.00  -0.00  -0.00     0.00   0.11  -0.08
 107   1     0.00  -0.00  -0.00    -0.00  -0.00   0.00    -0.00  -0.01   0.04
 108   1    -0.00   0.00   0.00     0.00  -0.00  -0.00     0.00   0.01  -0.01
 109   1     0.00   0.00   0.00    -0.00   0.00   0.00     0.00  -0.02  -0.03
 110   1    -0.00  -0.00   0.00     0.00  -0.00  -0.00     0.00   0.01  -0.05
 111   6     0.00  -0.00  -0.00     0.00  -0.00   0.00     0.00   0.07   0.02
 112   6     0.00   0.00  -0.00    -0.00  -0.00  -0.00     0.06  -0.14   0.17
 113   6    -0.01   0.00   0.00    -0.00  -0.00  -0.00    -0.02   0.00  -0.04
 114   6     0.01  -0.00  -0.00     0.00   0.00   0.00     0.02   0.15   0.06
 115   6     0.00  -0.00   0.00     0.00  -0.00   0.00     0.01  -0.01   0.03
 116   6    -0.00   0.00   0.00     0.00  -0.00  -0.00    -0.08   0.02  -0.21
 117   1    -0.01   0.00   0.00     0.00   0.00  -0.00     0.02  -0.03   0.06
 118   1     0.02   0.00  -0.01    -0.00  -0.00  -0.00    -0.00   0.04  -0.01
 119   1    -0.01  -0.00   0.01     0.00   0.00   0.00     0.01   0.04   0.03
 120   1     0.00   0.00   0.00    -0.00  -0.00   0.00    -0.01   0.02  -0.07
 121   6     0.00   0.00   0.00     0.00  -0.00  -0.00    -0.00  -0.03   0.02
 122   6    -0.01  -0.01  -0.00    -0.00   0.00   0.00     0.02  -0.01  -0.07
 123   6     0.01   0.00   0.00     0.00   0.00   0.00    -0.01   0.03   0.02
 124   6     0.00  -0.00   0.00     0.00  -0.00   0.00     0.01  -0.05   0.04
 125   7    -0.00  -0.00  -0.00    -0.00  -0.00  -0.00     0.01  -0.01  -0.05
 126   6     0.00   0.00   0.00    -0.00   0.00  -0.00    -0.02   0.06   0.04
 127   1     0.02   0.01   0.01     0.00   0.00   0.00     0.01  -0.01  -0.02
 128   1    -0.02  -0.01  -0.00    -0.00  -0.00  -0.00    -0.01   0.00   0.01
 129   1     0.00   0.00   0.00     0.00  -0.00   0.00     0.00  -0.01   0.02
 130   1    -0.00  -0.00  -0.00     0.00   0.00  -0.00    -0.02   0.01   0.02
                    202                    203                    204
                        a                      a                      a 
 Frequencies --   984.9449               985.9314               985.9352
 Red. masses --    11.1919                11.2180                11.2180
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.1170                 0.2642                 0.2654
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00   0.00  -0.00     0.01   0.00  -0.02     0.02   0.00   0.01
   2  46    -0.00   0.00   0.00    -0.00  -0.00   0.00    -0.00   0.00  -0.00
   3   6     0.01  -0.04  -0.00     0.01  -0.03  -0.00     0.01  -0.05  -0.01
   4   6     0.02  -0.06  -0.00     0.02  -0.04  -0.00     0.03  -0.07  -0.00
   5   6     0.03  -0.06  -0.00     0.02  -0.04  -0.00     0.03  -0.07  -0.00
   6   6    -0.08   0.00  -0.00    -0.06   0.00  -0.00    -0.10   0.01  -0.00
   7   6     0.04   0.06   0.00     0.03   0.04   0.00     0.04   0.07   0.00
   8   6     0.04  -0.08  -0.00     0.03  -0.06  -0.00     0.05  -0.11  -0.00
   9   7    -0.10   0.01  -0.00    -0.07   0.01  -0.00    -0.12   0.01  -0.00
