 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
  10   6     0.05   0.07   0.00     0.03   0.06   0.00     0.06   0.10   0.01
  11   1    -0.02  -0.00  -0.00    -0.02  -0.00  -0.00    -0.03  -0.00   0.00
  12   1     0.01   0.02   0.00     0.00   0.01  -0.00     0.00   0.03   0.00
  13   1     0.03  -0.01   0.00     0.02  -0.01   0.00     0.04  -0.02  -0.00
  14   1     0.03   0.01   0.00     0.02   0.01   0.01     0.03   0.02  -0.00
  15   6    -0.01   0.07   0.00    -0.01   0.04   0.00    -0.02   0.08   0.00
  16   6    -0.19  -0.16   0.07    -0.13  -0.11   0.05    -0.23  -0.20   0.08
  17   6     0.03   0.00  -0.01     0.02   0.00  -0.01     0.04   0.01  -0.02
  18   6    -0.06   0.16   0.02    -0.04   0.11   0.02    -0.08   0.21   0.03
  19   6    -0.03  -0.01   0.01    -0.02  -0.00   0.01    -0.04  -0.01   0.01
  20   6     0.23   0.02  -0.09     0.16   0.01  -0.06     0.29   0.02  -0.11
  21   1    -0.06  -0.03   0.02    -0.04  -0.02   0.01    -0.08  -0.04   0.03
  22   1     0.01   0.04  -0.00     0.01   0.03  -0.00     0.02   0.05  -0.00
  23   1    -0.03   0.04   0.01    -0.02   0.03   0.00    -0.04   0.05   0.01
  24   1     0.07   0.02  -0.01     0.05   0.01  -0.01     0.09   0.02  -0.02
  25   6    -0.02  -0.03  -0.00    -0.01  -0.02  -0.00    -0.02  -0.02  -0.01
  26   6     0.07  -0.01   0.02     0.04  -0.01   0.01     0.06  -0.01   0.01
  27   6    -0.02   0.02  -0.01    -0.01   0.01  -0.00    -0.01   0.02  -0.01
  28   6    -0.04  -0.05   0.01    -0.02  -0.03   0.01    -0.04  -0.05   0.01
  29   7     0.05  -0.01   0.01     0.03  -0.00   0.01     0.04  -0.00   0.01
  30   6    -0.03   0.06  -0.02    -0.02   0.03  -0.01    -0.02   0.05  -0.02
  31   1     0.02  -0.01   0.01     0.01  -0.00   0.01     0.01  -0.00   0.01
  32   1    -0.01   0.00  -0.01    -0.00   0.00  -0.00    -0.00   0.00  -0.01
  33   1    -0.02  -0.01  -0.00    -0.01  -0.01  -0.00    -0.02  -0.01   0.00
  34   1    -0.02   0.01  -0.02    -0.01   0.00  -0.01    -0.01   0.01  -0.02
  35   6     0.00  -0.04   0.01    -0.01   0.05  -0.01     0.00  -0.03   0.01
  36   6     0.00  -0.06   0.02    -0.00   0.07  -0.03     0.00  -0.04   0.02
  37   6     0.00  -0.06   0.03    -0.00   0.07  -0.03     0.00  -0.04   0.02
  38   6     0.00   0.00  -0.08    -0.00  -0.01   0.11     0.00   0.00  -0.06
  39   6    -0.00   0.06   0.04     0.00  -0.07  -0.05    -0.00   0.04   0.03
  40   6     0.00  -0.08   0.04    -0.00   0.12  -0.05     0.00  -0.07   0.03
  41   7     0.00   0.01  -0.10    -0.00  -0.01   0.12     0.00   0.01  -0.07
  42   6    -0.00   0.07   0.05     0.01  -0.10  -0.06    -0.00   0.06   0.04
  43   1     0.00  -0.00  -0.02     0.00   0.00   0.03     0.00  -0.00  -0.02
  44   1    -0.00   0.02   0.01     0.00  -0.03  -0.00     0.00   0.02   0.00
  45   1    -0.00  -0.01   0.03    -0.00   0.02  -0.04    -0.00  -0.01   0.02
  46   1    -0.00   0.01   0.03    -0.00  -0.02  -0.03    -0.01   0.01   0.02
  47   6    -0.00   0.07  -0.01     0.00  -0.08   0.01    -0.00   0.05  -0.01
  48   6    -0.07  -0.15  -0.18     0.09   0.19   0.24    -0.05  -0.11  -0.14
  49   6     0.01   0.00   0.03    -0.02  -0.00  -0.04     0.01   0.00   0.02
  50   6    -0.02   0.16  -0.05     0.03  -0.21   0.08    -0.02   0.12  -0.04
  51   6    -0.01  -0.01  -0.03     0.01   0.01   0.04    -0.01  -0.00  -0.02
  52   6     0.09   0.01   0.23    -0.11  -0.01  -0.30     0.07   0.01   0.17
  53   1    -0.02  -0.03  -0.06     0.03   0.04   0.08    -0.01  -0.02  -0.05
  54   1     0.00   0.04   0.01    -0.00  -0.05  -0.02     0.00   0.03   0.01
  55   1    -0.01   0.04  -0.03     0.01  -0.05   0.04    -0.00   0.03  -0.02
  56   1     0.01   0.02   0.07    -0.02  -0.02  -0.09     0.01   0.01   0.05
  57   6     0.00  -0.03  -0.02    -0.00   0.02   0.02     0.00  -0.02  -0.01
  58   6    -0.02  -0.01   0.07     0.01   0.01  -0.06    -0.01  -0.01   0.04
  59   6     0.01   0.02  -0.02    -0.01  -0.02   0.01     0.01   0.01  -0.01
  60   6    -0.01  -0.05  -0.04     0.01   0.05   0.04    -0.01  -0.03  -0.02
  61   7    -0.01  -0.01   0.05     0.01   0.01  -0.04    -0.01  -0.00   0.03
  62   6     0.02   0.06  -0.03    -0.02  -0.05   0.02     0.01   0.04  -0.02
  63   1    -0.01  -0.01   0.02     0.01   0.00  -0.01    -0.01  -0.00   0.01
  64   1     0.01   0.00  -0.01    -0.01  -0.00   0.00     0.00   0.00  -0.00
  65   1     0.00  -0.01  -0.02     0.00   0.01   0.02     0.00  -0.01  -0.01
  66   1     0.02   0.01  -0.02    -0.02  -0.01   0.01     0.01   0.00  -0.01
  67   6    -0.01  -0.04   0.00     0.01   0.03  -0.00     0.01   0.05  -0.00
  68   6    -0.02  -0.06   0.00     0.02   0.04  -0.00     0.03   0.07  -0.00
  69   6    -0.03  -0.06  -0.00     0.02   0.04   0.00     0.03   0.07   0.00
  70   6     0.08   0.00   0.00    -0.06  -0.00  -0.00    -0.10  -0.01  -0.00
  71   6    -0.04   0.06  -0.00     0.03  -0.04   0.00     0.04  -0.07   0.00
  72   6    -0.04  -0.08  -0.00     0.03   0.07  -0.00     0.05   0.11   0.00
  73   7     0.10   0.01   0.00    -0.07  -0.01  -0.00    -0.12  -0.01  -0.00
  74   6    -0.05   0.07  -0.00     0.04  -0.06  -0.00     0.06  -0.10   0.00
  75   1     0.02  -0.00   0.00    -0.02   0.00  -0.00    -0.03   0.00   0.00
  76   1    -0.01   0.02  -0.00     0.00  -0.02  -0.00     0.00  -0.03   0.00
  77   1    -0.03  -0.01  -0.00     0.02   0.01   0.00     0.04   0.02  -0.00
  78   1    -0.03   0.01  -0.00     0.02  -0.01   0.01     0.03  -0.02  -0.00
  79   6     0.01   0.07  -0.00    -0.01  -0.05   0.00    -0.01  -0.08   0.00
  80   6     0.19  -0.15  -0.07    -0.14   0.11   0.05    -0.23   0.19   0.09
  81   6    -0.03   0.00   0.01     0.02  -0.00  -0.01     0.04  -0.00  -0.02
  82   6     0.06   0.16  -0.02    -0.04  -0.12   0.02    -0.08  -0.21   0.03
  83   6     0.03  -0.01  -0.01    -0.02   0.00   0.01    -0.04   0.01   0.01
  84   6    -0.23   0.01   0.09     0.17  -0.01  -0.06     0.29  -0.01  -0.11
  85   1     0.07  -0.03  -0.02    -0.05   0.02   0.01    -0.08   0.04   0.03
  86   1    -0.01   0.04   0.00     0.01  -0.03  -0.00     0.02  -0.05  -0.00
  87   1     0.03   0.04  -0.01    -0.02  -0.03   0.00    -0.04  -0.05   0.01
  88   1    -0.07   0.02   0.01     0.05  -0.01  -0.01     0.09  -0.02  -0.02
  89   6     0.02  -0.03   0.00    -0.01   0.02  -0.00    -0.02   0.02  -0.00
  90   6    -0.07  -0.01  -0.02     0.04   0.01   0.01     0.06   0.01   0.01
  91   6     0.02   0.02   0.01    -0.01  -0.01  -0.01    -0.01  -0.02  -0.01
  92   6     0.04  -0.05  -0.01    -0.02   0.03   0.01    -0.04   0.05   0.01
  93   7    -0.05  -0.01  -0.01     0.03   0.00   0.01     0.04   0.00   0.01
  94   6     0.03   0.06   0.02    -0.02  -0.03  -0.01    -0.02  -0.05  -0.02
  95   1    -0.02  -0.01  -0.01     0.01   0.00   0.01     0.01   0.00   0.01
  96   1     0.01   0.00   0.01    -0.00  -0.00  -0.00    -0.00  -0.00  -0.01
  97   1     0.02  -0.01   0.00    -0.01   0.01  -0.00    -0.02   0.01   0.00
  98   1     0.02   0.01   0.02    -0.01  -0.00  -0.01    -0.01  -0.01  -0.02
  99   6    -0.00  -0.04  -0.01    -0.00  -0.05  -0.01     0.00   0.03   0.01
 100   6    -0.00  -0.06  -0.02    -0.00  -0.07  -0.03     0.00   0.04   0.02
 101   6     0.00  -0.06  -0.03     0.00  -0.07  -0.03    -0.00   0.04   0.02
 102   6    -0.00   0.00   0.09    -0.00   0.01   0.10     0.00  -0.00  -0.06
 103   6     0.00   0.06  -0.04     0.00   0.07  -0.04    -0.00  -0.04   0.02
 104   6     0.00  -0.08  -0.04     0.00  -0.11  -0.05     0.00   0.06   0.03
 105   7    -0.00   0.01   0.10    -0.00   0.01   0.12     0.00  -0.00  -0.07
 106   6     0.00   0.08  -0.05     0.00   0.10  -0.06     0.00  -0.06   0.03
 107   1    -0.00  -0.00   0.02     0.00  -0.00   0.03     0.00   0.00  -0.02
 108   1     0.00   0.02  -0.01     0.00   0.03  -0.00     0.00  -0.01   0.00
 109   1     0.00  -0.01  -0.03    -0.00  -0.02  -0.04    -0.00   0.01   0.02
 110   1     0.00   0.01  -0.03    -0.00   0.02  -0.03    -0.01  -0.01   0.02
 111   6     0.00   0.07   0.01     0.00   0.08   0.02    -0.00  -0.04  -0.01
 112   6     0.07  -0.16   0.19     0.09  -0.19   0.23    -0.05   0.11  -0.13
 113   6    -0.01   0.00  -0.03    -0.02   0.01  -0.04     0.01  -0.00   0.02
 114   6     0.02   0.16   0.06     0.03   0.20   0.08    -0.02  -0.11  -0.04
 115   6     0.01  -0.01   0.03     0.01  -0.01   0.03    -0.01   0.00  -0.02
 116   6    -0.09   0.02  -0.24    -0.11   0.02  -0.29     0.06  -0.01   0.16
 117   1     0.02  -0.04   0.07     0.03  -0.04   0.08    -0.01   0.02  -0.04
 118   1    -0.00   0.05  -0.01    -0.00   0.05  -0.01     0.00  -0.03   0.01
 119   1     0.01   0.04   0.03     0.01   0.05   0.04    -0.00  -0.03  -0.02
 120   1    -0.01   0.02  -0.08    -0.02   0.02  -0.09     0.01  -0.01   0.05
 121   6    -0.00  -0.03   0.02    -0.00  -0.02   0.02     0.00   0.01  -0.01
 122   6     0.02  -0.01  -0.07     0.01  -0.01  -0.06    -0.01   0.01   0.04
 123   6    -0.01   0.02   0.02    -0.01   0.02   0.01     0.00  -0.01  -0.01
 124   6     0.01  -0.05   0.04     0.01  -0.05   0.03    -0.01   0.03  -0.02
 125   7     0.01  -0.01  -0.05     0.01  -0.00  -0.04    -0.01   0.00   0.02
 126   6    -0.02   0.06   0.03    -0.02   0.05   0.02     0.01  -0.03  -0.02
 127   1     0.01  -0.01  -0.02     0.01  -0.00  -0.01    -0.01   0.00   0.01
 128   1    -0.01   0.00   0.01    -0.01   0.00   0.00     0.00  -0.00  -0.00
 129   1    -0.00  -0.01   0.02     0.00  -0.01   0.02     0.00   0.01  -0.01
 130   1    -0.02   0.01   0.02    -0.02   0.01   0.00     0.01  -0.00  -0.01
                    205                    206                    207
                        a                      a                      a 
 Frequencies --   994.6799               998.8898               999.3922
 Red. masses --    10.8652                10.8718                10.9907
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.0012                 0.3714                 0.2051
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.00  -0.00  -0.00     0.00   0.00  -0.00    -0.00   0.00  -0.00
   2  46    -0.00   0.00   0.00    -0.00   0.00   0.00     0.02  -0.00   0.02
   3   6     0.01  -0.00  -0.00    -0.01   0.00   0.00     0.01  -0.00  -0.00
   4   6     0.00  -0.00  -0.00    -0.00   0.00  -0.00     0.00   0.00   0.00
   5   6    -0.00   0.01   0.00     0.01  -0.01  -0.00    -0.01   0.01   0.00
   6   6     0.03   0.00   0.00    -0.03  -0.00  -0.00     0.05   0.00   0.00
   7   6    -0.00  -0.00  -0.00     0.01   0.01   0.00    -0.01  -0.01  -0.00
   8   6    -0.01   0.02   0.00     0.01  -0.03  -0.00    -0.02   0.04   0.00
   9   7     0.01   0.00   0.00    -0.02  -0.00  -0.00     0.02   0.00   0.00
  10   6    -0.02  -0.02  -0.00     0.02   0.03   0.00    -0.03  -0.04  -0.00
  11   1     0.01   0.00   0.00    -0.01  -0.00  -0.00     0.01   0.01   0.00
  12   1    -0.00   0.00   0.00     0.00   0.00  -0.00    -0.01  -0.00  -0.00
  13   1    -0.01   0.00  -0.00     0.01  -0.00   0.00    -0.01   0.01   0.00
  14   1    -0.01  -0.00  -0.00     0.01   0.00   0.00    -0.02  -0.00   0.00
  15   6    -0.01  -0.00   0.01     0.01   0.01  -0.00    -0.01  -0.01   0.00
  16   6    -0.06  -0.07   0.02     0.05   0.06  -0.02    -0.05  -0.06   0.02
  17   6     0.00  -0.00  -0.00     0.00   0.00   0.00    -0.00  -0.00  -0.00
  18   6    -0.07   0.12   0.03     0.07  -0.11  -0.03    -0.06   0.11   0.03
  19   6    -0.00  -0.01   0.00    -0.00   0.01   0.00     0.00  -0.01  -0.00
  20   6     0.12  -0.05  -0.05    -0.11   0.05   0.04     0.11  -0.06  -0.04
  21   1    -0.02  -0.01   0.01     0.02   0.01  -0.01    -0.02  -0.01   0.01
  22   1    -0.00  -0.02   0.01     0.01   0.03  -0.01    -0.01  -0.03   0.01
  23   1    -0.04   0.03   0.00     0.03  -0.03  -0.00    -0.04   0.03  -0.00
  24   1     0.03  -0.03  -0.01    -0.03   0.04   0.00     0.03  -0.04  -0.00
  25   6     0.04   0.05  -0.01    -0.05  -0.05   0.01     0.05   0.06  -0.01
  26   6    -0.22   0.05  -0.07     0.22  -0.05   0.07    -0.27   0.06  -0.09
  27   6     0.04  -0.06   0.03    -0.04   0.06  -0.04     0.05  -0.07   0.04
  28   6     0.11   0.14  -0.03    -0.11  -0.14   0.03     0.14   0.19  -0.04
  29   7    -0.11   0.02  -0.03     0.13  -0.03   0.04    -0.15   0.03  -0.04
  30   6     0.13  -0.18   0.10    -0.13   0.18  -0.10     0.15  -0.24   0.12
  31   1    -0.06   0.05  -0.02     0.06  -0.05   0.02    -0.07   0.06  -0.03
  32   1     0.04  -0.00   0.01    -0.04   0.00  -0.01     0.04  -0.01   0.01
  33   1     0.05   0.02  -0.01    -0.05  -0.02  -0.01     0.07   0.03  -0.00
  34   1     0.10  -0.02   0.03    -0.11   0.02  -0.02     0.12  -0.03   0.03
  35   6    -0.00   0.00  -0.01    -0.00   0.00  -0.01     0.00  -0.00   0.00
  36   6    -0.00   0.00  -0.00     0.00   0.00  -0.00    -0.00   0.00   0.00
  37   6     0.00  -0.01   0.00     0.00  -0.01   0.01    -0.00   0.01  -0.00
  38   6     0.00  -0.00  -0.03     0.00  -0.00  -0.03    -0.00   0.00   0.04
  39   6    -0.00   0.00   0.00    -0.00   0.01   0.01     0.00  -0.01  -0.01
  40   6     0.00  -0.02   0.01     0.00  -0.02   0.01    -0.00   0.03  -0.01
  41   7     0.00  -0.00  -0.01     0.00  -0.00  -0.01    -0.00   0.00   0.02
  42   6    -0.00   0.02   0.02    -0.00   0.02   0.02     0.00  -0.03  -0.03
  43   1     0.00  -0.00  -0.01     0.00  -0.00  -0.01    -0.00   0.00   0.01
  44   1     0.00  -0.00   0.00     0.00  -0.00   0.00    -0.00  -0.00  -0.00
  45   1    -0.00  -0.00   0.00    -0.00  -0.00   0.01     0.00   0.01  -0.01
  46   1    -0.00   0.00   0.01    -0.00   0.00   0.01     0.00  -0.00  -0.01
  47   6     0.01   0.00   0.01     0.00   0.01   0.01    -0.00  -0.01  -0.00
  48   6     0.02   0.07   0.06     0.02   0.06   0.05    -0.01  -0.03  -0.03
  49   6    -0.00   0.00  -0.00    -0.00   0.00   0.00     0.00  -0.00  -0.00
  50   6     0.03  -0.12   0.06     0.03  -0.11   0.06    -0.02   0.07  -0.04
  51   6     0.00   0.01   0.00    -0.00   0.01  -0.00     0.00  -0.00   0.00
  52   6    -0.05   0.06  -0.12    -0.04   0.05  -0.10     0.03  -0.04   0.06
  53   1     0.01   0.01   0.02     0.01   0.01   0.02    -0.00  -0.01  -0.01
  54   1     0.01   0.02   0.00     0.01   0.03   0.01    -0.00  -0.02  -0.00
  55   1     0.00  -0.03   0.04     0.00  -0.03   0.03     0.00   0.02  -0.02
  56   1    -0.01   0.03  -0.03    -0.00   0.04  -0.03     0.00  -0.02   0.02
  57   6    -0.01  -0.05  -0.04    -0.01  -0.05  -0.04     0.01   0.03   0.03
  58   6    -0.07  -0.05   0.22    -0.07  -0.05   0.21     0.05   0.04  -0.17
  59   6     0.03   0.06  -0.04     0.03   0.06  -0.04    -0.03  -0.05   0.03
  60   6    -0.03  -0.14  -0.11    -0.03  -0.13  -0.11     0.03   0.12   0.09
  61   7    -0.03  -0.03   0.11    -0.04  -0.03   0.12     0.03   0.02  -0.09
  62   6     0.10   0.18  -0.12     0.10   0.17  -0.12    -0.08  -0.15   0.09
  63   1    -0.02  -0.05   0.06    -0.02  -0.05   0.06     0.02   0.04  -0.05
  64   1     0.01   0.00  -0.04     0.01   0.00  -0.04    -0.00  -0.01   0.03
  65   1    -0.01  -0.02  -0.05     0.01  -0.02  -0.05    -0.00   0.02   0.04
  66   1     0.03   0.02  -0.10     0.02   0.02  -0.10    -0.02  -0.02   0.08
  67   6    -0.01  -0.00   0.00     0.01   0.00  -0.00     0.01   0.00  -0.00
  68   6    -0.00  -0.00  -0.00     0.00   0.00   0.00     0.00  -0.00   0.00
  69   6     0.00   0.01  -0.00    -0.01  -0.01   0.00    -0.01  -0.01   0.00
  70   6    -0.03   0.00  -0.00     0.03  -0.00   0.00     0.05  -0.00   0.00
  71   6     0.00  -0.00   0.00    -0.01   0.01  -0.00    -0.01   0.01  -0.00
  72   6     0.01   0.02   0.00    -0.01  -0.02  -0.00    -0.02  -0.04  -0.00
  73   7    -0.01   0.00  -0.00     0.01  -0.00   0.00     0.02  -0.00   0.00
  74   6     0.02  -0.02   0.00    -0.02   0.02  -0.00    -0.03   0.04  -0.00
  75   1    -0.01   0.00  -0.00     0.01  -0.00   0.00     0.01  -0.01   0.00
  76   1     0.00   0.00   0.00    -0.00  -0.00  -0.00    -0.01   0.00  -0.00
  77   1     0.01   0.00   0.00    -0.01  -0.00  -0.00    -0.01  -0.01   0.00
  78   1     0.01  -0.00   0.00    -0.01   0.00  -0.00    -0.02   0.00   0.00
  79   6     0.01  -0.00  -0.01    -0.01   0.01   0.00    -0.01   0.01   0.01
  80   6     0.06  -0.07  -0.02    -0.05   0.06   0.02    -0.05   0.06   0.02
  81   6    -0.00  -0.00   0.00    -0.00   0.00  -0.00    -0.00   0.00  -0.00
  82   6     0.07   0.12  -0.03    -0.06  -0.11   0.02    -0.06  -0.11   0.03
  83   6     0.00  -0.01  -0.00     0.00   0.01  -0.00     0.00   0.01  -0.00
  84   6    -0.12  -0.06   0.04     0.11   0.06  -0.04     0.11   0.06  -0.04
  85   1     0.02  -0.01  -0.01    -0.02   0.01   0.01    -0.02   0.01   0.01
  86   1     0.00  -0.02  -0.01    -0.01   0.03   0.01    -0.01   0.03   0.01
  87   1     0.04   0.03   0.00    -0.03  -0.03   0.00    -0.04  -0.03  -0.00
  88   1    -0.03  -0.03   0.01     0.03   0.04  -0.00     0.03   0.04  -0.00
  89   6    -0.04   0.05   0.01     0.05  -0.05  -0.01     0.05  -0.05  -0.01
  90   6     0.22   0.05   0.07    -0.22  -0.05  -0.07    -0.27  -0.06  -0.09
  91   6    -0.04  -0.06  -0.03     0.04   0.06   0.04     0.04   0.07   0.04
  92   6    -0.11   0.14   0.03     0.11  -0.13  -0.03     0.14  -0.19  -0.04
  93   7     0.11   0.02   0.03    -0.13  -0.03  -0.04    -0.14  -0.03  -0.04
  94   6    -0.13  -0.18  -0.10     0.12   0.18   0.10     0.14   0.24   0.13
  95   1     0.06   0.05   0.02    -0.06  -0.05  -0.02    -0.07  -0.06  -0.03
  96   1    -0.04  -0.00  -0.01     0.04   0.00   0.01     0.04   0.01   0.01
  97   1    -0.05   0.02   0.01     0.05  -0.02   0.01     0.07  -0.03  -0.00
  98   1    -0.10  -0.02  -0.03     0.10   0.02   0.02     0.12   0.03   0.03
  99   6     0.00   0.00   0.01     0.00   0.00   0.01     0.00   0.00   0.00
 100   6    -0.00   0.00   0.00    -0.00   0.00   0.00    -0.00  -0.00   0.00
 101   6    -0.00  -0.01  -0.00    -0.00  -0.01  -0.01    -0.00  -0.01  -0.01
 102   6    -0.00  -0.00   0.03    -0.00  -0.00   0.04    -0.00  -0.00   0.04
 103   6     0.00   0.00  -0.00     0.00   0.01  -0.01     0.00   0.01  -0.01
 104   6     0.00  -0.02  -0.01     0.00  -0.03  -0.01    -0.00  -0.03  -0.01
 105   7    -0.00  -0.00   0.01    -0.00  -0.00   0.02    -0.00  -0.00   0.02
 106   6     0.00   0.02  -0.02     0.00   0.03  -0.03    -0.00   0.03  -0.03
 107   1    -0.00  -0.00   0.01    -0.00  -0.00   0.01    -0.00  -0.00   0.01
 108   1     0.00  -0.00  -0.00     0.00   0.00  -0.00    -0.00   0.00  -0.00
 109   1     0.00  -0.00  -0.01     0.00  -0.01  -0.01     0.00  -0.01  -0.01
 110   1     0.00   0.00  -0.01     0.00   0.00  -0.01     0.00   0.00  -0.01
 111   6    -0.01   0.00  -0.01    -0.01   0.01  -0.01    -0.00   0.01  -0.00
 112   6    -0.02   0.07  -0.06    -0.02   0.06  -0.05    -0.01   0.03  -0.03
 113   6     0.00   0.00   0.00     0.00   0.01  -0.00     0.00   0.00  -0.00
 114   6    -0.03  -0.12  -0.07    -0.03  -0.11  -0.07    -0.02  -0.06  -0.04
 115   6    -0.00   0.01  -0.00     0.00   0.01   0.00     0.00   0.00   0.00
 116   6     0.05   0.05   0.12     0.04   0.06   0.11     0.02   0.03   0.06
 117   1    -0.01   0.01  -0.02    -0.01   0.01  -0.02    -0.00   0.01  -0.01
 118   1    -0.01   0.02  -0.00    -0.01   0.03  -0.01    -0.00   0.02  -0.00
 119   1    -0.00  -0.03  -0.04    -0.00  -0.03  -0.04     0.00  -0.02  -0.02
 120   1     0.01   0.03   0.03     0.00   0.04   0.03     0.00   0.02   0.02
 121   6     0.01  -0.05   0.04     0.01  -0.05   0.05     0.01  -0.03   0.03
 122   6     0.07  -0.05  -0.22     0.07  -0.05  -0.23     0.05  -0.03  -0.17
 123   6    -0.03   0.06   0.04    -0.04   0.06   0.04    -0.03   0.04   0.03
 124   6     0.03  -0.14   0.11     0.04  -0.14   0.11     0.03  -0.12   0.08
 125   7     0.03  -0.02  -0.11     0.04  -0.02  -0.13     0.03  -0.01  -0.09
 126   6    -0.10   0.18   0.13    -0.11   0.18   0.13    -0.08   0.15   0.09
 127   1     0.02  -0.05  -0.06     0.02  -0.05  -0.06     0.02  -0.04  -0.05
 128   1    -0.01   0.00   0.04    -0.01   0.00   0.05    -0.00   0.00   0.02
 129   1     0.01  -0.02   0.05    -0.01  -0.03   0.05    -0.00  -0.02   0.04
 130   1    -0.03   0.02   0.10    -0.02   0.02   0.11    -0.02   0.01   0.08
                    208                    209                    210
